patient_id_str,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,shape_area_frac,shape_eccentricity,shape_solidity,shape_perimeter_frac,shape_extent,shape_hu1,shape_hu2,shape_hu3,shape_hu4,shape_hu5,shape_hu6,shape_hu7,grad_orient_bin0,grad_orient_bin1,grad_orient_bin2,grad_orient_bin3,grad_orient_bin4,grad_orient_bin5,grad_orient_bin6,grad_orient_bin7,grad_orient_bin8,grad_magnitude_mean,grad_magnitude_std,grad_edge_density
00112,6.486236699035908,1.795162656164657,0.9909329662409337,0.154365930636177,0.7202354884569004,0.027003031130194154,0.240000707243252,0.0066210975999823,0.9683682609993933,0.00897145534233892,0.05764417841068965,0.003178937831204957,0.75628662109375,0.25078433029910546,0.9660091993451314,1.835921856979075,0.768243536487073,0.7960820296742113,4.569269790543444,4.879720805457104,7.628278256564888,13.885163543594151,10.016984917114502,-14.821966420462532,0.13256921274783434,0.11923022432148023,0.10707492987055918,0.09150986131156653,0.09851828765509871,0.10879816763509502,0.10109122783927697,0.11428870733708987,0.12691938128191219,0.07010969715414528,0.1337238955774911,0.10760498046875
00353,9.634753273412807,2.6346129026190237,1.48337197846271,0.22593228344884672,0.637411956265395,0.02891286884340368,0.2630560056925212,0.006807772984014839,0.9183105808579386,0.022740827253161167,0.06924480790390561,0.0035816361785361663,0.7171630859375,0.3087673918222401,0.9468170829975826,2.5990327361972545,0.746031746031746,0.7837841681406669,4.168678771798904,4.458752158399088,7.10353143161966,14.140005787289567,-9.378071029286419,-12.88534428466206,0.10907386525342948,0.10526532265384232,0.11298878896365769,0.11741820600004053,0.12169072755318484,0.10430807909077791,0.09739956884971304,0.10124603092284076,0.13060941071245216,0.09980399230512574,0.14892269730690869,0.1605224609375
00588,7.9299404653497,2.3065256344156833,1.4090258375829274,0.2373616871034382,0.6191614929558251,0.03535928471260657,0.2029215965791713,0.006622280992237414,0.9586887281990053,0.012331014516472276,0.041221028963780104,0.002688731044989673,0.76495361328125,0.39491643005613186,0.9614883007288071,2.38719096510809,0.7832145981752281,0.7853923248244239,3.7163049917718163,4.070985994950921,6.794290077498424,12.23641860781803,-10.466989061763451,12.911388824497557,0.11850360689022917,0.09710862649784403,0.0831157308667274,0.09783204389019265,0.13979015972306033,0.1092187762155035,0.10335367130888867,0.12455676650498392,0.12652061810251097,0.10278569396445648,0.13677151076640864,0.19610595703125
00397,7.046748941154148,2.0763645194399807,1.363365894700544,0.22269697612114112,0.6156333934459483,0.03604927136112028,0.21533229432143838,0.007077299008738255,0.9446669892261079,0.016606057188711332,0.046418085138993655,0.0030571835287587284,0.757568359375,0.22095185562010256,0.9590480605779632,2.0975494327716024,0.788063492063492,0.789944957646015,4.783294097266154,5.751680849290776,6.975796667331836,-13.354727897865066,9.375525173298184,13.92465030736503,0.13361935849604203,0.10825264922793149,0.09734819733908262,0.09751740347321218,0.12003648136734184,0.11067208071861913,0.09833884141219588,0.10445554053305046,0.12975944743246168,0.09744765557106407,0.12948069008886218,0.18621826171875
00788,6.7723397829608185,1.8509266370497202,0.9970066776071052,0.15413108896542296,0.7280607398068042,0.02683387783606842,0.25956601162259735,0.008044896845649319,0.9727839032458441,0.007651839787924467,0.0674392347549195,0.004176710047706579,0.7589111328125,0.2831020832325138,0.9812958724646831,1.7634599330271445,0.7709095418190837,0.7951615099555467,4.349086807961581,4.828974817987225,7.215538302292519,13.242935678443036,9.44587700228333,-14.053221326829917,0.1065448625919346,0.11596206256531483,0.10501112529529139,0.11630618434332707,0.11003229669125673,0.10913651785783733,0.11352857983983439,0.11095133621672003,0.1125270345984002,0.07305875190336095,0.14178319234239187,0.1097412109375
00730,11.977599670043094,3.1802110370294825,1.7907458275854058,0.2715147486722105,0.5690013090406119,0.03194413349202555,0.23815737294830877,0.005176247147558872,0.9452385558724345,0.014810475149432746,0.05674572782417244,0.0024656841763482287,0.698486328125,0.33937488425124346,0.9043780622727992,4.126289398007463,0.7095294190588382,0.7743279709493827,3.976479069956673,4.90412554501395,5.910583200688009,-11.92567511367738,-7.9931475625226325,-11.331578658444249,0.13625426720858674,0.11345040869812684,0.10045247194432917,0.10883616539733287,0.10149917407545161,0.09732659337461924,0.09207858440364745,0.11565259953122062,0.13444973536663368,0.11772098062287174,0.15704523900831704,0.2431640625
00283,8.679675632788786,2.381351379794693,1.40642413316077,0.2153352109499296,0.6270593604913682,0.03276535066656055,0.2243596264579909,0.006134383236510359,0.9527347576222441,0.01325847868810866,0.050374872642061586,0.0027571573564538145,0.7188720703125,0.3514053821811157,0.9196533145935817,2.896601757797503,0.7360329958755155,0.7657957305872503,3.8950615623240417,4.593868818685836,5.9017196097764675,-11.166013900636411,-8.28825473080766,11.717345801695949,0.12671277615421575,0.10344737543256398,0.12266967663146908,0.107109634374296,0.10167829073715862,0.10344280224116761,0.10013021577312695,0.10852623506741046,0.1262829935885287,0.09701538961885864,0.1457386693367684,0.19696044921875
00619,9.068576859809985,2.593088736854781,1.5692077595092724,0.2526024156596157,0.6021986034923072,0.03134847422810473,0.21724254265318935,0.005677654154176841,0.9455281680755236,0.015839210621775495,0.047226558095117235,0.0024661439137286688,0.67791748046875,0.4217708898024644,0.8792052560753582,4.395638299592518,0.6941007374078241,0.7403764645965255,3.501595379081431,5.1992000321100615,5.220598869572724,10.69535910852763,7.881810079678577,10.506499322709747,0.11586869107252676,0.10234096324871891,0.0979791936996251,0.09664853294265362,0.09808686448248305,0.1143382753781647,0.1357665114278757,0.10958537298713274,0.12938559476076503,0.11242863488232609,0.141549408939578,0.194091796875
00806,7.062953981376722,2.083733447131821,1.1756593083498665,0.19940709143872706,0.6769085845269769,0.03318040541690829,0.2531068075428543,0.006840897717845594,0.9720285168513807,0.00841007243386084,0.06410985390612152,0.0034643612435397435,0.72174072265625,0.45788779409466907,0.9380453752181501,2.1751668456039805,0.7389701287339082,0.7851342302335654,3.433102625626781,6.952993505952032,6.421531213467282,-13.254458734624539,8.414409412493775,13.264269204489183,0.1383469449429717,0.11021711312865613,0.09155029807376625,0.08942153698453623,0.08646464997984285,0.09427621844977016,0.10261543183975072,0.13407196205932242,0.15303584454131386,0.0877105875755194,0.1405086877095101,0.14141845703125
00401,9.31379437368251,2.521927860913701,1.416012234368223,0.22165162492380197,0.6383828657191386,0.03245000924872143,0.1938430238030281,0.006509243186187939,0.918350738708527,0.022601933735119623,0.03761748812395825,0.002523944600180514,0.7425537109375,0.14055313669103206,0.9094714809000524,3.530826116054289,0.7425537109375,0.7462576975510505,5.49459099668922,4.053610507257166,5.19158997650412,11.06990690560268,-8.045129158682595,-9.814860088555564,0.12544240894253061,0.11287282542223147,0.10525321757766935,0.10183983694788364,0.10980630926811794,0.12111272323355265,0.09340386333062323,0.10686611041740109,0.12340270485992791,0.09847601141458408,0.14798153421898166,0.17254638671875
