patient_id_str,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,shape_area_frac,shape_eccentricity,shape_solidity,shape_perimeter_frac,shape_extent,shape_hu1,shape_hu2,shape_hu3,shape_hu4,shape_hu5,shape_hu6,shape_hu7,grad_orient_bin0,grad_orient_bin1,grad_orient_bin2,grad_orient_bin3,grad_orient_bin4,grad_orient_bin5,grad_orient_bin6,grad_orient_bin7,grad_orient_bin8,grad_magnitude_mean,grad_magnitude_std,grad_edge_density
00112,1.955716048150853,0.5230301038920817,0.5369425074787667,0.08326845898168568,0.8160445003499004,0.0200657406754928,0.3065349903656019,0.007954774523442815,0.9616347453786542,0.010510844661645454,0.09402697875615845,0.00487758205404102,0.75628662109375,0.25078433029910546,0.9660091993451314,1.835921856979075,0.768243536487073,0.7960820296742113,4.569269790543444,4.879720805457104,7.628278256564888,13.885163543594151,10.016984917114502,-14.821966420462532,0.13300847,0.12084141,0.109773524,0.092419796,0.09684871,0.105116345,0.099397026,0.11268223,0.1299125,0.037572093,0.071275435,0.05804443359375
00353,3.2201774559799223,0.8753365635190731,0.7878079662409362,0.12074772953736619,0.7544833841338446,0.023588157595869096,0.3315849081725382,0.009432303753717891,0.8839728164886784,0.03200064094027675,0.11003751968189299,0.006258422411584801,0.72705078125,0.3411912404877767,0.9461477362986497,2.639043051381314,0.7444069491313586,0.7833754830820836,3.9847315524920486,4.46211417226271,7.152409363351357,-13.155294440852224,-10.233865639143726,-13.072855638958917,0.10867183,0.103030935,0.116965726,0.11973015,0.12944727,0.101833455,0.09604015,0.103810854,0.12046963,0.052619766,0.08664215,0.108154296875
00588,3.111013038432335,0.8922341082276898,0.8756503958320447,0.1469450363077464,0.7082849532068138,0.03235097724717888,0.23427781212605575,0.008563587383907284,0.9521615573578516,0.014048964807850131,0.05495942828345328,0.004012685393390267,0.7640380859375,0.395066502346068,0.9622568990698747,2.4179095628841796,0.7884857646762409,0.7852879814334808,3.7153804410549207,4.075732505334516,6.769155944820625,12.195844932539746,10.035485678446229,13.048169546515208,0.11549223,0.09171748,0.08593598,0.10399167,0.14143471,0.113777444,0.10359287,0.12117971,0.122877896,0.06325929,0.085354105,0.1458740234375
00397,2.214106408681576,0.6433293238623607,0.7154946302080127,0.11678698371484765,0.7422750009609118,0.03056289203561885,0.2683712932481018,0.010353237649791503,0.9277961593665841,0.021295644618607515,0.0721303405694917,0.005580635278039269,0.767822265625,0.2287197241950515,0.9582571602681292,2.2305245521479407,0.7861517310336208,0.7893214902671187,4.720466965331027,5.738961420760812,6.920691459564857,-13.251224546135692,9.312646206194467,-14.49464720707907,0.12800115,0.100722075,0.1072607,0.095501654,0.12535991,0.11007343,0.105756685,0.10320915,0.12411519,0.051091634,0.07347638,0.09979248046875
00788,1.5294144572664194,0.4044429563117275,0.4499256967263947,0.06982870309872051,0.8430316819036026,0.017882507340430724,0.37690350004100975,0.009739524623165598,0.9662878975169292,0.00917008516727961,0.1421511066830487,0.007344364856026224,0.758544921875,0.283263990146298,0.9809771884126608,1.7767967047551645,0.7705375410750821,0.794971531593591,4.347672150364504,4.831822274685102,7.181468964219716,13.192614506862995,9.410909866388852,-14.032135267184184,0.10385333,0.11253934,0.10811483,0.11125764,0.12200593,0.10602245,0.11286132,0.11220323,0.11114188,0.03332342,0.06623932,0.04742431640625
00730,1.4177351596890755,0.3612626246521189,0.5123088410239338,0.07632456736821597,0.8045512830812198,0.02274068557489735,0.33634319528646067,0.009491363972762372,0.9009591784157815,0.025580719571363226,0.11321683100556967,0.0063959853193966245,0.69610595703125,0.3474769027224187,0.9002999684243764,4.276622528375583,0.7071114142228284,0.7725604847739488,3.9293908510028084,4.877958981998316,5.893801785018411,-11.638968179951025,-8.00578690735627,-11.325754516395811,0.12595215,0.11823557,0.10575403,0.10560669,0.11180883,0.10541411,0.090779014,0.11537363,0.12107596,0.033898316,0.055723112,0.08380126953125
00283,2.2531917954460994,0.5886205528463302,0.6565784069068161,0.09754923504395334,0.7742311323604636,0.02373163101018836,0.28695420250728415,0.009102074529200572,0.9346837787107275,0.017431599653874273,0.08242556209732654,0.005240010818145393,0.718505859375,0.35111343895761077,0.9192565984694674,2.898219779525523,0.735658042744657,0.7656171582535509,3.896243171486208,4.595236299042688,5.906203981662427,-11.171503676561658,-8.296639609925952,11.750678143996808,0.12539724,0.10326391,0.12576373,0.10379218,0.10477222,0.105256535,0.106708884,0.10642212,0.11862321,0.045576066,0.073567115,0.08319091796875
00619,2.8609075655651415,0.8006332801176635,0.8182926522103082,0.13165689613068182,0.7260806448079882,0.027311521264084156,0.2548505461281929,0.007704510220037758,0.9268829364888931,0.020750485253152155,0.06500816033956885,0.003923907652763307,0.67681884765625,0.4214492893969317,0.8779889152810768,4.464471582184548,0.6929758780152481,0.7397560896628527,3.5018089933591545,5.225667061433908,5.210551065526528,10.707500067568452,7.902678619058107,10.499060405840497,0.12235372,0.10482361,0.09733166,0.099805154,0.09680245,0.10690652,0.13447857,0.107169665,0.13032869,0.058198832,0.08110251,0.137451171875
00806,1.578564329003663,0.4378490757952822,0.5328716907433833,0.09073272474878469,0.8051957132805405,0.025230034604838705,0.3230803941875058,0.010000257382757765,0.9657644135565145,0.00968431619904187,0.10448094625607554,0.006468321065371075,0.7220458984375,0.458567342616746,0.9380699389421934,2.1664065304199207,0.7392825896762905,0.7852398010135856,3.4304353487409234,6.91669674901045,6.444473978043929,-13.29039700003095,8.461331491410546,13.26169915529006,0.13639489,0.11153866,0.09247284,0.090832554,0.08506695,0.09288398,0.101111695,0.13343593,0.15626256,0.03948281,0.064774215,0.07489013671875
00401,2.579389342372441,0.670353587963034,0.7007342413122346,0.10892052304101746,0.7689396067835295,0.02447343395494782,0.25660311686413434,0.008905897483290104,0.8971049700771159,0.027266898028351864,0.06592447459437147,0.004574329543570893,0.73907470703125,0.15173827316577335,0.9052781100478469,3.5479303334622596,0.73907470703125,0.7434631235890317,5.354548270844335,4.047055188120898,5.0906101931196845,-11.610281448959515,-7.8385728255631095,-9.659470117300101,0.12154067,0.11239405,0.102982655,0.102535725,0.11084224,0.12072615,0.095164284,0.10582663,0.1279876,0.04865276,0.07755382,0.0986328125
